  0.39000000000000001        0.0000000000000000        0.0000000000000000     
 -0.18802251778345674      -0.10988008860212421       0.10000000000000001     
  -9.5632699695625671       -2.0940144085769345       0.20000000000000001     
  -36.035154192886672       -45.391057490548391       0.30000000000000004     
  -62.501268129823899       -88.681526727172042       0.40000000000000002     
  -88.967316611720761       -131.97190473513967       0.50000000000000000     
  -115.43334791806267       -175.26225740723027       0.59999999999999998     
  -141.89937135115269       -218.55259815396272       0.69999999999999996     
  -168.36539026066740       -261.84293194210431       0.79999999999999993     
  -194.83140623091290       -305.13326116235129       0.89999999999999991     
  -221.29742013686837       -348.42358715109333       0.99999999999999989     
  -247.76343251298624       -391.71391073190063        1.0999999999999999     
  -274.22944370974551       -435.00423244854022        1.2000000000000000     
  -300.69545396946086       -478.29455267899868        1.3000000000000000     
  -327.16146346666898       -521.58487169673390        1.4000000000000001     
  -353.62747233126532       -564.87518970600388        1.5000000000000002     
  -380.09348066253995       -608.16550686342021        1.6000000000000003     
  -406.55948853809656       -651.45582329171009        1.7000000000000004     
  -433.02549601974215       -694.74613908884066        1.8000000000000005     
  -459.49150315750336       -738.03645433426425        1.9000000000000006     
  -485.95750999244262       -781.32676909330985        2.0000000000000004     
  -512.42351655867958       -824.61708342034501        2.1000000000000005     
  -538.88952288487337       -867.90739736109970        2.2000000000000006     
  -565.35552899532888       -911.19771095440444        2.3000000000000007     
  -591.82153491083682       -954.48802423351253        2.4000000000000008     
  -618.28754064931991       -997.77833722711966        2.5000000000000009     
  -644.75354622633733       -1041.0686499601607        2.6000000000000010     
  -671.21955165548309       -1084.3589624544393        2.7000000000000011     
  -697.68555694870349       -1127.6492747291318        2.8000000000000012     
  -724.15156211655301       -1170.9395868011929        2.9000000000000012     
  -750.61756716840262       -1214.2298986856858        3.0000000000000013     
  -777.08357211261045       -1257.5202103960542        3.1000000000000014     
  -803.54957695666246       -1300.8105219443457        3.2000000000000015     
  -830.01558170728993       -1344.1008333413997        3.3000000000000016     
  -856.48158637056747       -1387.3911445970027        3.4000000000000017     
  -882.94759095199583       -1430.6814557200212        3.5000000000000018     
  -909.41359545657190       -1473.9717667185128        3.6000000000000019     
  -935.87959988884870       -1517.2620775998225        3.7000000000000020     
  -962.34560425298605       -1560.5523883706639        3.8000000000000020     
  -988.81160855279484       -1603.8426990371897        3.9000000000000021     
  -1015.2776127917749       -1647.1330096050522        4.0000000000000018     
  -1041.7436169731479       -1690.4233200794565        4.1000000000000014     
  -1068.2096210998866       -1733.7136304652063        4.2000000000000011     
  -1094.6756251747388       -1777.0039407667443        4.3000000000000007     
  -1121.1416292002505       -1820.2942509881873        4.4000000000000004     
  -1147.6076331787845       -1863.5845611333571        4.5000000000000000     
  -1174.0736371125379       -1906.8748712058086        4.5999999999999996     
  -1200.5396410035576       -1950.1651812088539        4.6999999999999993     
  -1227.0056448537528       -1993.4554911455837        4.7999999999999989     
  -1253.4716486649074       -2036.7458010188866        4.8999999999999986     
  -1279.9376524386914       -2080.0361108314664        4.9999999999999982     
  -1306.4036561766698       -2123.3264205858582        5.0999999999999979     
  -1332.8696598803108       -2166.6167302844410        5.1999999999999975     
  -1359.3356635509947       -2209.9070399294510        5.2999999999999972     
  -1385.8016671900198       -2253.1973495229927        5.3999999999999968     
  -1412.2676707986093       -2296.4876590670488        5.4999999999999964     
  -1438.7336743779169       -2339.7779685634896        5.5999999999999961     
  -1465.1996779290321       -2383.0682780140819        5.6999999999999957     
  -1491.6656814529842       -2426.3585874204950        5.7999999999999954     
  -1518.1316849507477       -2469.6488967843093        5.8999999999999950     
  -1544.5976884232452       -2512.9392061070216        5.9999999999999947     
  -1571.0636918713515       -2556.2295153900513        6.0999999999999943     
  -1597.5296952958965       -2599.5198246347454        6.1999999999999940     
  -1623.9956986976690       -2642.8101338423839        6.2999999999999936     
  -1650.4617020774183       -2686.1004430141829        6.3999999999999932     
  -1676.9277054358577       -2729.3907521513006        6.4999999999999929     
  -1703.3937087736660       -2772.6810612548388        6.5999999999999925     
  -1729.8597120914908       -2815.9713703258485        6.6999999999999922     
